,artist,danceability,date,energy,featuring,genre,key,mode,rank,spotifyID,tempo,timesignature,track,valence
68,Brownsville Station,0.849,1973-03-31,0.73,none,classic rock,9.0,1.0,69,0pcp9kETdrLJBVzTG0xn7l,129.15,4.0,Let Your Yeah Be Yeah,0.966
69,Carly Simon,0.363,1973-03-31,0.602,none,adult standards,0.0,1.0,70,6sKwPF9awJx0EwSs55G8BE,184.525,4.0,The Right Thing To Do,0.81
70,Harold Melvin And The Blue Notes,0.483,1973-03-31,0.494,none,classic soul,5.0,1.0,71,0ESwmqvB5v7GYHSbfl5P03,112.82,3.0,Yesterday I Had The Blues,0.372
71,First Choice,0.623,1973-03-31,0.691,none,chicago house,5.0,0.0,72,4nCvv4edRpHOJnCgl5FTl8,123.284,4.0,Armed And Extremely Dangerous,0.823
72,Glen Campbell,0.804,1973-03-31,0.873,none,adult standards,0.0,1.0,73,16ewlETX7KJ4WUfWK6PqBU,124.431,4.0,I Knew Jesus (Before He Was A Star),0.98
73,Clint Holmes,0.704,1973-03-31,0.681,none,NA,5.0,1.0,74,0ckaiscpV8eaZ9WWJLdFbs,125.209,4.0,Playground In My Mind,0.927
74,Barbara Fairchild,0.555,1973-03-31,0.309,none,country gospel,9.0,1.0,75,4xbK9VtSMiXdww9RZWipBg,71.231,4.0,Teddy Bear Song,0.5
75,Raspberries,0.419,1973-03-31,0.827,none,bubblegum pop,0.0,1.0,76,3tF4TjrAO9dxg0AzBRmk5R,110.885,4.0,Let's Pretend,0.718
76,Slade,2.0,1973-03-31,2.0,none,NA,2.0,2.0,77,NA,2.0,2.0,Gudbuy T' Jane,2.0
77,Edgar Winter Group,0.625,1973-03-31,0.733,none,album rock,5.0,1.0,78,4aK0vJsPXFsFdBUh8hPaDT,95.211,4.0,Frankenstein,0.524
78,Loggins,0.625,1973-03-31,0.509,Messina,album rock,2.0,1.0,79,6aNNkAJPuE5dY3fcCalNMz,125.045,4.0,Thinking Of You,0.973
79,The Beach Boys,0.627,1973-03-31,0.631,none,brill building pop,9.0,0.0,80,3U4hSjTlK6WU0wORlAne9H,109.983,3.0,Sail On Sailor,0.679
80,Cal Smith,0.673,1973-03-31,0.498,none,country gospel,9.0,1.0,81,3JY8XOrpQwh217mZfraYs9,88.912,1.0,The Lord Knows I'm Drinking,0.869
81,Bobby Womack,0.547,1973-03-31,0.8,Peace,classic soul,11.0,0.0,82,3E0dHzJ1WIkm58RhJAe13n,112.248,4.0,Across 110th Street,0.517
82,Mac Davis,0.546,1973-03-31,0.41,none,bubblegum pop,9.0,1.0,83,1fAE4ICN7VonYMxRu9iooE,85.025,4.0,Dream Me Home,0.689
83,The Blue Ridge Rangers,2.0,1973-03-31,2.0,none,NA,2.0,2.0,84,NA,2.0,2.0,Hearts Of Stone,2.0
84,Sonny,2.0,1973-03-31,2.0,Cher,NA,2.0,2.0,85,NA,2.0,2.0,"Mama Was A Rock And Roll Singer, Papa Used To Write All Her Songs Part 1",2.0
85,The New Birth,0.774,1973-03-31,0.859,none,classic soul,8.0,0.0,86,2vG7huoIsTX45GXIGWryyy,125.077,4.0,I Can Understand It,0.826
86,Don McLean,0.559,1973-03-31,0.323,none,adult standards,2.0,1.0,87,3VrgdoAzs5plHzLlVGlJJt,109.777,4.0,If We Try,0.536
87,Archie Bell,2.0,1973-03-31,2.0,The Drells,NA,2.0,2.0,88,NA,2.0,2.0,Dancing To Your Music,2.0
88,The Sylvers,2.0,1973-03-31,2.0,none,NA,2.0,2.0,89,NA,2.0,2.0,Wish That I Could Talk To You,2.0
89,Herb Alpert,0.666,1973-03-31,0.55,The Tijuana Brass,adult standards,0.0,0.0,90,2jgq1Kk01aVCi61w4PRvYC,99.877,4.0,Last Tango In Paris,0.858
90,Uncle Dog,2.0,1973-03-31,2.0,none,NA,2.0,2.0,91,NA,2.0,2.0,River Road,2.0
91,Sylvia (r&b),2.0,1973-03-31,2.0,none,NA,2.0,2.0,92,NA,2.0,2.0,Pillow Talk,2.0
92,Ramsey Lewis,2.0,1973-03-31,2.0,none,NA,2.0,2.0,93,NA,2.0,2.0,Kufanya Mapenzi (Making Love),2.0
